pubKey,chPosition,chSlug,chName,chAbbrev,chNumber,bookSlug,chChurchUri
en_ot_kjv,626,psalm-149,Psalm 149,Psalm 149,149,psalms,/scriptures/ot/ps/149
en_ot_kjv,627,psalm-150,Psalm 150,Psalm 150,150,psalms,/scriptures/ot/ps/150
en_ot_kjv,628,proverbs-1,Proverbs 1,Prov. 1,1,proverbs,/scriptures/ot/prov/1
en_ot_kjv,629,proverbs-2,Proverbs 2,Prov. 2,2,proverbs,/scriptures/ot/prov/2
en_ot_kjv,630,proverbs-3,Proverbs 3,Prov. 3,3,proverbs,/scriptures/ot/prov/3
en_ot_kjv,631,proverbs-4,Proverbs 4,Prov. 4,4,proverbs,/scriptures/ot/prov/4
en_ot_kjv,632,proverbs-5,Proverbs 5,Prov. 5,5,proverbs,/scriptures/ot/prov/5
en_ot_kjv,633,proverbs-6,Proverbs 6,Prov. 6,6,proverbs,/scriptures/ot/prov/6
en_ot_kjv,634,proverbs-7,Proverbs 7,Prov. 7,7,proverbs,/scriptures/ot/prov/7
en_ot_kjv,635,proverbs-8,Proverbs 8,Prov. 8,8,proverbs,/scriptures/ot/prov/8
en_ot_kjv,636,proverbs-9,Proverbs 9,Prov. 9,9,proverbs,/scriptures/ot/prov/9
en_ot_kjv,637,proverbs-10,Proverbs 10,Prov. 10,10,proverbs,/scriptures/ot/prov/10
en_ot_kjv,638,proverbs-11,Proverbs 11,Prov. 11,11,proverbs,/scriptures/ot/prov/11
en_ot_kjv,639,proverbs-12,Proverbs 12,Prov. 12,12,proverbs,/scriptures/ot/prov/12
en_ot_kjv,640,proverbs-13,Proverbs 13,Prov. 13,13,proverbs,/scriptures/ot/prov/13
en_ot_kjv,641,proverbs-14,Proverbs 14,Prov. 14,14,proverbs,/scriptures/ot/prov/14
en_ot_kjv,642,proverbs-15,Proverbs 15,Prov. 15,15,proverbs,/scriptures/ot/prov/15
en_ot_kjv,643,proverbs-16,Proverbs 16,Prov. 16,16,proverbs,/scriptures/ot/prov/16
en_ot_kjv,644,proverbs-17,Proverbs 17,Prov. 17,17,proverbs,/scriptures/ot/prov/17
en_ot_kjv,645,proverbs-18,Proverbs 18,Prov. 18,18,proverbs,/scriptures/ot/prov/18
en_ot_kjv,646,proverbs-19,Proverbs 19,Prov. 19,19,proverbs,/scriptures/ot/prov/19
en_ot_kjv,647,proverbs-20,Proverbs 20,Prov. 20,20,proverbs,/scriptures/ot/prov/20
en_ot_kjv,648,proverbs-21,Proverbs 21,Prov. 21,21,proverbs,/scriptures/ot/prov/21
en_ot_kjv,649,proverbs-22,Proverbs 22,Prov. 22,22,proverbs,/scriptures/ot/prov/22
en_ot_kjv,650,proverbs-23,Proverbs 23,Prov. 23,23,proverbs,/scriptures/ot/prov/23
en_ot_kjv,651,proverbs-24,Proverbs 24,Prov. 24,24,proverbs,/scriptures/ot/prov/24
en_ot_kjv,652,proverbs-25,Proverbs 25,Prov. 25,25,proverbs,/scriptures/ot/prov/25
en_ot_kjv,653,proverbs-26,Proverbs 26,Prov. 26,26,proverbs,/scriptures/ot/prov/26
en_ot_kjv,654,proverbs-27,Proverbs 27,Prov. 27,27,proverbs,/scriptures/ot/prov/27
en_ot_kjv,655,proverbs-28,Proverbs 28,Prov. 28,28,proverbs,/scriptures/ot/prov/28
en_ot_kjv,656,proverbs-29,Proverbs 29,Prov. 29,29,proverbs,/scriptures/ot/prov/29
en_ot_kjv,657,proverbs-30,Proverbs 30,Prov. 30,30,proverbs,/scriptures/ot/prov/30
en_ot_kjv,658,proverbs-31,Proverbs 31,Prov. 31,31,proverbs,/scriptures/ot/prov/31
en_ot_kjv,659,ecclesiastes-1,Ecclesiastes 1,Eccl. 1,1,ecclesiastes,/scriptures/ot/eccl/1
en_ot_kjv,660,ecclesiastes-2,Ecclesiastes 2,Eccl. 2,2,ecclesiastes,/scriptures/ot/eccl/2
en_ot_kjv,661,ecclesiastes-3,Ecclesiastes 3,Eccl. 3,3,ecclesiastes,/scriptures/ot/eccl/3
en_ot_kjv,662,ecclesiastes-4,Ecclesiastes 4,Eccl. 4,4,ecclesiastes,/scriptures/ot/eccl/4
en_ot_kjv,663,ecclesiastes-5,Ecclesiastes 5,Eccl. 5,5,ecclesiastes,/scriptures/ot/eccl/5
en_ot_kjv,664,ecclesiastes-6,Ecclesiastes 6,Eccl. 6,6,ecclesiastes,/scriptures/ot/eccl/6
en_ot_kjv,665,ecclesiastes-7,Ecclesiastes 7,Eccl. 7,7,ecclesiastes,/scriptures/ot/eccl/7
en_ot_kjv,666,ecclesiastes-8,Ecclesiastes 8,Eccl. 8,8,ecclesiastes,/scriptures/ot/eccl/8
en_ot_kjv,667,ecclesiastes-9,Ecclesiastes 9,Eccl. 9,9,ecclesiastes,/scriptures/ot/eccl/9
en_ot_kjv,668,ecclesiastes-10,Ecclesiastes 10,Eccl. 10,10,ecclesiastes,/scriptures/ot/eccl/10
en_ot_kjv,669,ecclesiastes-11,Ecclesiastes 11,Eccl. 11,11,ecclesiastes,/scriptures/ot/eccl/11
en_ot_kjv,670,ecclesiastes-12,Ecclesiastes 12,Eccl. 12,12,ecclesiastes,/scriptures/ot/eccl/12
en_ot_kjv,671,song-of-solomon-1,Song of Solomon 1,Song 1,1,song-of-solomon,/scriptures/ot/song/1
en_ot_kjv,672,song-of-solomon-2,Song of Solomon 2,Song 2,2,song-of-solomon,/scriptures/ot/song/2
en_ot_kjv,673,song-of-solomon-3,Song of Solomon 3,Song 3,3,song-of-solomon,/scriptures/ot/song/3
en_ot_kjv,674,song-of-solomon-4,Song of Solomon 4,Song 4,4,song-of-solomon,/scriptures/ot/song/4
en_ot_kjv,675,song-of-solomon-5,Song of Solomon 5,Song 5,5,song-of-solomon,/scriptures/ot/song/5
en_ot_kjv,676,song-of-solomon-6,Song of Solomon 6,Song 6,6,song-of-solomon,/scriptures/ot/song/6
en_ot_kjv,677,song-of-solomon-7,Song of Solomon 7,Song 7,7,song-of-solomon,/scriptures/ot/song/7
en_ot_kjv,678,song-of-solomon-8,Song of Solomon 8,Song 8,8,song-of-solomon,/scriptures/ot/song/8
en_ot_kjv,679,isaiah-1,Isaiah 1,Isa. 1,1,isaiah,/scriptures/ot/isa/1
en_ot_kjv,680,isaiah-2,Isaiah 2,Isa. 2,2,isaiah,/scriptures/ot/isa/2
en_ot_kjv,681,isaiah-3,Isaiah 3,Isa. 3,3,isaiah,/scriptures/ot/isa/3
en_ot_kjv,682,isaiah-4,Isaiah 4,Isa. 4,4,isaiah,/scriptures/ot/isa/4
en_ot_kjv,683,isaiah-5,Isaiah 5,Isa. 5,5,isaiah,/scriptures/ot/isa/5
en_ot_kjv,684,isaiah-6,Isaiah 6,Isa. 6,6,isaiah,/scriptures/ot/isa/6
en_ot_kjv,685,isaiah-7,Isaiah 7,Isa. 7,7,isaiah,/scriptures/ot/isa/7
en_ot_kjv,686,isaiah-8,Isaiah 8,Isa. 8,8,isaiah,/scriptures/ot/isa/8
en_ot_kjv,687,isaiah-9,Isaiah 9,Isa. 9,9,isaiah,/scriptures/ot/isa/9
en_ot_kjv,688,isaiah-10,Isaiah 10,Isa. 10,10,isaiah,/scriptures/ot/isa/10
en_ot_kjv,689,isaiah-11,Isaiah 11,Isa. 11,11,isaiah,/scriptures/ot/isa/11
en_ot_kjv,690,isaiah-12,Isaiah 12,Isa. 12,12,isaiah,/scriptures/ot/isa/12
en_ot_kjv,691,isaiah-13,Isaiah 13,Isa. 13,13,isaiah,/scriptures/ot/isa/13
en_ot_kjv,692,isaiah-14,Isaiah 14,Isa. 14,14,isaiah,/scriptures/ot/isa/14
en_ot_kjv,693,isaiah-15,Isaiah 15,Isa. 15,15,isaiah,/scriptures/ot/isa/15
en_ot_kjv,694,isaiah-16,Isaiah 16,Isa. 16,16,isaiah,/scriptures/ot/isa/16
en_ot_kjv,695,isaiah-17,Isaiah 17,Isa. 17,17,isaiah,/scriptures/ot/isa/17
en_ot_kjv,696,isaiah-18,Isaiah 18,Isa. 18,18,isaiah,/scriptures/ot/isa/18
en_ot_kjv,697,isaiah-19,Isaiah 19,Isa. 19,19,isaiah,/scriptures/ot/isa/19
en_ot_kjv,698,isaiah-20,Isaiah 20,Isa. 20,20,isaiah,/scriptures/ot/isa/20
en_ot_kjv,699,isaiah-21,Isaiah 21,Isa. 21,21,isaiah,/scriptures/ot/isa/21
en_ot_kjv,700,isaiah-22,Isaiah 22,Isa. 22,22,isaiah,/scriptures/ot/isa/22
en_ot_kjv,701,isaiah-23,Isaiah 23,Isa. 23,23,isaiah,/scriptures/ot/isa/23
en_ot_kjv,702,isaiah-24,Isaiah 24,Isa. 24,24,isaiah,/scriptures/ot/isa/24
en_ot_kjv,703,isaiah-25,Isaiah 25,Isa. 25,25,isaiah,/scriptures/ot/isa/25
en_ot_kjv,704,isaiah-26,Isaiah 26,Isa. 26,26,isaiah,/scriptures/ot/isa/26
en_ot_kjv,705,isaiah-27,Isaiah 27,Isa. 27,27,isaiah,/scriptures/ot/isa/27
en_ot_kjv,706,isaiah-28,Isaiah 28,Isa. 28,28,isaiah,/scriptures/ot/isa/28
en_ot_kjv,707,isaiah-29,Isaiah 29,Isa. 29,29,isaiah,/scriptures/ot/isa/29
en_ot_kjv,708,isaiah-30,Isaiah 30,Isa. 30,30,isaiah,/scriptures/ot/isa/30
en_ot_kjv,709,isaiah-31,Isaiah 31,Isa. 31,31,isaiah,/scriptures/ot/isa/31
en_ot_kjv,710,isaiah-32,Isaiah 32,Isa. 32,32,isaiah,/scriptures/ot/isa/32
en_ot_kjv,711,isaiah-33,Isaiah 33,Isa. 33,33,isaiah,/scriptures/ot/isa/33
en_ot_kjv,712,isaiah-34,Isaiah 34,Isa. 34,34,isaiah,/scriptures/ot/isa/34
en_ot_kjv,713,isaiah-35,Isaiah 35,Isa. 35,35,isaiah,/scriptures/ot/isa/35
en_ot_kjv,714,isaiah-36,Isaiah 36,Isa. 36,36,isaiah,/scriptures/ot/isa/36
en_ot_kjv,715,isaiah-37,Isaiah 37,Isa. 37,37,isaiah,/scriptures/ot/isa/37
en_ot_kjv,716,isaiah-38,Isaiah 38,Isa. 38,38,isaiah,/scriptures/ot/isa/38
en_ot_kjv,717,isaiah-39,Isaiah 39,Isa. 39,39,isaiah,/scriptures/ot/isa/39
en_ot_kjv,718,isaiah-40,Isaiah 40,Isa. 40,40,isaiah,/scriptures/ot/isa/40
en_ot_kjv,719,isaiah-41,Isaiah 41,Isa. 41,41,isaiah,/scriptures/ot/isa/41
en_ot_kjv,720,isaiah-42,Isaiah 42,Isa. 42,42,isaiah,/scriptures/ot/isa/42
en_ot_kjv,721,isaiah-43,Isaiah 43,Isa. 43,43,isaiah,/scriptures/ot/isa/43
en_ot_kjv,722,isaiah-44,Isaiah 44,Isa. 44,44,isaiah,/scriptures/ot/isa/44
en_ot_kjv,723,isaiah-45,Isaiah 45,Isa. 45,45,isaiah,/scriptures/ot/isa/45
en_ot_kjv,724,isaiah-46,Isaiah 46,Isa. 46,46,isaiah,/scriptures/ot/isa/46
en_ot_kjv,725,isaiah-47,Isaiah 47,Isa. 47,47,isaiah,/scriptures/ot/isa/47
en_ot_kjv,726,isaiah-48,Isaiah 48,Isa. 48,48,isaiah,/scriptures/ot/isa/48
en_ot_kjv,727,isaiah-49,Isaiah 49,Isa. 49,49,isaiah,/scriptures/ot/isa/49
en_ot_kjv,728,isaiah-50,Isaiah 50,Isa. 50,50,isaiah,/scriptures/ot/isa/50
en_ot_kjv,729,isaiah-51,Isaiah 51,Isa. 51,51,isaiah,/scriptures/ot/isa/51
en_ot_kjv,730,isaiah-52,Isaiah 52,Isa. 52,52,isaiah,/scriptures/ot/isa/52
en_ot_kjv,731,isaiah-53,Isaiah 53,Isa. 53,53,isaiah,/scriptures/ot/isa/53
en_ot_kjv,732,isaiah-54,Isaiah 54,Isa. 54,54,isaiah,/scriptures/ot/isa/54
en_ot_kjv,733,isaiah-55,Isaiah 55,Isa. 55,55,isaiah,/scriptures/ot/isa/55
en_ot_kjv,734,isaiah-56,Isaiah 56,Isa. 56,56,isaiah,/scriptures/ot/isa/56
en_ot_kjv,735,isaiah-57,Isaiah 57,Isa. 57,57,isaiah,/scriptures/ot/isa/57
en_ot_kjv,736,isaiah-58,Isaiah 58,Isa. 58,58,isaiah,/scriptures/ot/isa/58
en_ot_kjv,737,isaiah-59,Isaiah 59,Isa. 59,59,isaiah,/scriptures/ot/isa/59
en_ot_kjv,738,isaiah-60,Isaiah 60,Isa. 60,60,isaiah,/scriptures/ot/isa/60
en_ot_kjv,739,isaiah-61,Isaiah 61,Isa. 61,61,isaiah,/scriptures/ot/isa/61
en_ot_kjv,740,isaiah-62,Isaiah 62,Isa. 62,62,isaiah,/scriptures/ot/isa/62
en_ot_kjv,741,isaiah-63,Isaiah 63,Isa. 63,63,isaiah,/scriptures/ot/isa/63
en_ot_kjv,742,isaiah-64,Isaiah 64,Isa. 64,64,isaiah,/scriptures/ot/isa/64
en_ot_kjv,743,isaiah-65,Isaiah 65,Isa. 65,65,isaiah,/scriptures/ot/isa/65
en_ot_kjv,744,isaiah-66,Isaiah 66,Isa. 66,66,isaiah,/scriptures/ot/isa/66
en_ot_kjv,745,jeremiah-1,Jeremiah 1,Jer. 1,1,jeremiah,/scriptures/ot/jer/1
en_ot_kjv,746,jeremiah-2,Jeremiah 2,Jer. 2,2,jeremiah,/scriptures/ot/jer/2
en_ot_kjv,747,jeremiah-3,Jeremiah 3,Jer. 3,3,jeremiah,/scriptures/ot/jer/3
en_ot_kjv,748,jeremiah-4,Jeremiah 4,Jer. 4,4,jeremiah,/scriptures/ot/jer/4
en_ot_kjv,749,jeremiah-5,Jeremiah 5,Jer. 5,5,jeremiah,/scriptures/ot/jer/5
en_ot_kjv,750,jeremiah-6,Jeremiah 6,Jer. 6,6,jeremiah,/scriptures/ot/jer/6
en_ot_kjv,751,jeremiah-7,Jeremiah 7,Jer. 7,7,jeremiah,/scriptures/ot/jer/7
en_ot_kjv,752,jeremiah-8,Jeremiah 8,Jer. 8,8,jeremiah,/scriptures/ot/jer/8
en_ot_kjv,753,jeremiah-9,Jeremiah 9,Jer. 9,9,jeremiah,/scriptures/ot/jer/9
en_ot_kjv,754,jeremiah-10,Jeremiah 10,Jer. 10,10,jeremiah,/scriptures/ot/jer/10
en_ot_kjv,755,jeremiah-11,Jeremiah 11,Jer. 11,11,jeremiah,/scriptures/ot/jer/11
en_ot_kjv,756,jeremiah-12,Jeremiah 12,Jer. 12,12,jeremiah,/scriptures/ot/jer/12
en_ot_kjv,757,jeremiah-13,Jeremiah 13,Jer. 13,13,jeremiah,/scriptures/ot/jer/13
en_ot_kjv,758,jeremiah-14,Jeremiah 14,Jer. 14,14,jeremiah,/scriptures/ot/jer/14
en_ot_kjv,759,jeremiah-15,Jeremiah 15,Jer. 15,15,jeremiah,/scriptures/ot/jer/15
en_ot_kjv,760,jeremiah-16,Jeremiah 16,Jer. 16,16,jeremiah,/scriptures/ot/jer/16
en_ot_kjv,761,jeremiah-17,Jeremiah 17,Jer. 17,17,jeremiah,/scriptures/ot/jer/17
en_ot_kjv,762,jeremiah-18,Jeremiah 18,Jer. 18,18,jeremiah,/scriptures/ot/jer/18
en_ot_kjv,763,jeremiah-19,Jeremiah 19,Jer. 19,19,jeremiah,/scriptures/ot/jer/19
en_ot_kjv,764,jeremiah-20,Jeremiah 20,Jer. 20,20,jeremiah,/scriptures/ot/jer/20
en_ot_kjv,765,jeremiah-21,Jeremiah 21,Jer. 21,21,jeremiah,/scriptures/ot/jer/21
en_ot_kjv,766,jeremiah-22,Jeremiah 22,Jer. 22,22,jeremiah,/scriptures/ot/jer/22
en_ot_kjv,767,jeremiah-23,Jeremiah 23,Jer. 23,23,jeremiah,/scriptures/ot/jer/23
en_ot_kjv,768,jeremiah-24,Jeremiah 24,Jer. 24,24,jeremiah,/scriptures/ot/jer/24
en_ot_kjv,769,jeremiah-25,Jeremiah 25,Jer. 25,25,jeremiah,/scriptures/ot/jer/25
en_ot_kjv,770,jeremiah-26,Jeremiah 26,Jer. 26,26,jeremiah,/scriptures/ot/jer/26
en_ot_kjv,771,jeremiah-27,Jeremiah 27,Jer. 27,27,jeremiah,/scriptures/ot/jer/27
en_ot_kjv,772,jeremiah-28,Jeremiah 28,Jer. 28,28,jeremiah,/scriptures/ot/jer/28
en_ot_kjv,773,jeremiah-29,Jeremiah 29,Jer. 29,29,jeremiah,/scriptures/ot/jer/29
en_ot_kjv,774,jeremiah-30,Jeremiah 30,Jer. 30,30,jeremiah,/scriptures/ot/jer/30
en_ot_kjv,775,jeremiah-31,Jeremiah 31,Jer. 31,31,jeremiah,/scriptures/ot/jer/31
en_ot_kjv,776,jeremiah-32,Jeremiah 32,Jer. 32,32,jeremiah,/scriptures/ot/jer/32
en_ot_kjv,777,jeremiah-33,Jeremiah 33,Jer. 33,33,jeremiah,/scriptures/ot/jer/33
en_ot_kjv,778,jeremiah-34,Jeremiah 34,Jer. 34,34,jeremiah,/scriptures/ot/jer/34
en_ot_kjv,779,jeremiah-35,Jeremiah 35,Jer. 35,35,jeremiah,/scriptures/ot/jer/35
en_ot_kjv,780,jeremiah-36,Jeremiah 36,Jer. 36,36,jeremiah,/scriptures/ot/jer/36
en_ot_kjv,781,jeremiah-37,Jeremiah 37,Jer. 37,37,jeremiah,/scriptures/ot/jer/37
en_ot_kjv,782,jeremiah-38,Jeremiah 38,Jer. 38,38,jeremiah,/scriptures/ot/jer/38
en_ot_kjv,783,jeremiah-39,Jeremiah 39,Jer. 39,39,jeremiah,/scriptures/ot/jer/39
en_ot_kjv,784,jeremiah-40,Jeremiah 40,Jer. 40,40,jeremiah,/scriptures/ot/jer/40
en_ot_kjv,785,jeremiah-41,Jeremiah 41,Jer. 41,41,jeremiah,/scriptures/ot/jer/41
en_ot_kjv,786,jeremiah-42,Jeremiah 42,Jer. 42,42,jeremiah,/scriptures/ot/jer/42
en_ot_kjv,787,jeremiah-43,Jeremiah 43,Jer. 43,43,jeremiah,/scriptures/ot/jer/43
en_ot_kjv,788,jeremiah-44,Jeremiah 44,Jer. 44,44,jeremiah,/scriptures/ot/jer/44
en_ot_kjv,789,jeremiah-45,Jeremiah 45,Jer. 45,45,jeremiah,/scriptures/ot/jer/45
en_ot_kjv,790,jeremiah-46,Jeremiah 46,Jer. 46,46,jeremiah,/scriptures/ot/jer/46
en_ot_kjv,791,jeremiah-47,Jeremiah 47,Jer. 47,47,jeremiah,/scriptures/ot/jer/47
en_ot_kjv,792,jeremiah-48,Jeremiah 48,Jer. 48,48,jeremiah,/scriptures/ot/jer/48
en_ot_kjv,793,jeremiah-49,Jeremiah 49,Jer. 49,49,jeremiah,/scriptures/ot/jer/49
en_ot_kjv,794,jeremiah-50,Jeremiah 50,Jer. 50,50,jeremiah,/scriptures/ot/jer/50
en_ot_kjv,795,jeremiah-51,Jeremiah 51,Jer. 51,51,jeremiah,/scriptures/ot/jer/51
en_ot_kjv,796,jeremiah-52,Jeremiah 52,Jer. 52,52,jeremiah,/scriptures/ot/jer/52
en_ot_kjv,797,lamentations-1,Lamentations 1,Lam. 1,1,lamentations,/scriptures/ot/lam/1
en_ot_kjv,798,lamentations-2,Lamentations 2,Lam. 2,2,lamentations,/scriptures/ot/lam/2
en_ot_kjv,799,lamentations-3,Lamentations 3,Lam. 3,3,lamentations,/scriptures/ot/lam/3
en_ot_kjv,800,lamentations-4,Lamentations 4,Lam. 4,4,lamentations,/scriptures/ot/lam/4
en_ot_kjv,801,lamentations-5,Lamentations 5,Lam. 5,5,lamentations,/scriptures/ot/lam/5
en_ot_kjv,802,ezekiel-1,Ezekiel 1,Ezek. 1,1,ezekiel,/scriptures/ot/ezek/1
en_ot_kjv,803,ezekiel-2,Ezekiel 2,Ezek. 2,2,ezekiel,/scriptures/ot/ezek/2
en_ot_kjv,804,ezekiel-3,Ezekiel 3,Ezek. 3,3,ezekiel,/scriptures/ot/ezek/3
en_ot_kjv,805,ezekiel-4,Ezekiel 4,Ezek. 4,4,ezekiel,/scriptures/ot/ezek/4
en_ot_kjv,806,ezekiel-5,Ezekiel 5,Ezek. 5,5,ezekiel,/scriptures/ot/ezek/5
en_ot_kjv,807,ezekiel-6,Ezekiel 6,Ezek. 6,6,ezekiel,/scriptures/ot/ezek/6
en_ot_kjv,808,ezekiel-7,Ezekiel 7,Ezek. 7,7,ezekiel,/scriptures/ot/ezek/7
en_ot_kjv,809,ezekiel-8,Ezekiel 8,Ezek. 8,8,ezekiel,/scriptures/ot/ezek/8
en_ot_kjv,810,ezekiel-9,Ezekiel 9,Ezek. 9,9,ezekiel,/scriptures/ot/ezek/9
en_ot_kjv,811,ezekiel-10,Ezekiel 10,Ezek. 10,10,ezekiel,/scriptures/ot/ezek/10
en_ot_kjv,812,ezekiel-11,Ezekiel 11,Ezek. 11,11,ezekiel,/scriptures/ot/ezek/11
en_ot_kjv,813,ezekiel-12,Ezekiel 12,Ezek. 12,12,ezekiel,/scriptures/ot/ezek/12
en_ot_kjv,814,ezekiel-13,Ezekiel 13,Ezek. 13,13,ezekiel,/scriptures/ot/ezek/13
en_ot_kjv,815,ezekiel-14,Ezekiel 14,Ezek. 14,14,ezekiel,/scriptures/ot/ezek/14
en_ot_kjv,816,ezekiel-15,Ezekiel 15,Ezek. 15,15,ezekiel,/scriptures/ot/ezek/15
en_ot_kjv,817,ezekiel-16,Ezekiel 16,Ezek. 16,16,ezekiel,/scriptures/ot/ezek/16
en_ot_kjv,818,ezekiel-17,Ezekiel 17,Ezek. 17,17,ezekiel,/scriptures/ot/ezek/17
en_ot_kjv,819,ezekiel-18,Ezekiel 18,Ezek. 18,18,ezekiel,/scriptures/ot/ezek/18
en_ot_kjv,820,ezekiel-19,Ezekiel 19,Ezek. 19,19,ezekiel,/scriptures/ot/ezek/19
en_ot_kjv,821,ezekiel-20,Ezekiel 20,Ezek. 20,20,ezekiel,/scriptures/ot/ezek/20
en_ot_kjv,822,ezekiel-21,Ezekiel 21,Ezek. 21,21,ezekiel,/scriptures/ot/ezek/21
en_ot_kjv,823,ezekiel-22,Ezekiel 22,Ezek. 22,22,ezekiel,/scriptures/ot/ezek/22
en_ot_kjv,824,ezekiel-23,Ezekiel 23,Ezek. 23,23,ezekiel,/scriptures/ot/ezek/23
en_ot_kjv,825,ezekiel-24,Ezekiel 24,Ezek. 24,24,ezekiel,/scriptures/ot/ezek/24
en_ot_kjv,826,ezekiel-25,Ezekiel 25,Ezek. 25,25,ezekiel,/scriptures/ot/ezek/25
en_ot_kjv,827,ezekiel-26,Ezekiel 26,Ezek. 26,26,ezekiel,/scriptures/ot/ezek/26
en_ot_kjv,828,ezekiel-27,Ezekiel 27,Ezek. 27,27,ezekiel,/scriptures/ot/ezek/27
en_ot_kjv,829,ezekiel-28,Ezekiel 28,Ezek. 28,28,ezekiel,/scriptures/ot/ezek/28
en_ot_kjv,830,ezekiel-29,Ezekiel 29,Ezek. 29,29,ezekiel,/scriptures/ot/ezek/29
en_ot_kjv,831,ezekiel-30,Ezekiel 30,Ezek. 30,30,ezekiel,/scriptures/ot/ezek/30
en_ot_kjv,832,ezekiel-31,Ezekiel 31,Ezek. 31,31,ezekiel,/scriptures/ot/ezek/31
en_ot_kjv,833,ezekiel-32,Ezekiel 32,Ezek. 32,32,ezekiel,/scriptures/ot/ezek/32
en_ot_kjv,834,ezekiel-33,Ezekiel 33,Ezek. 33,33,ezekiel,/scriptures/ot/ezek/33
en_ot_kjv,835,ezekiel-34,Ezekiel 34,Ezek. 34,34,ezekiel,/scriptures/ot/ezek/34
en_ot_kjv,836,ezekiel-35,Ezekiel 35,Ezek. 35,35,ezekiel,/scriptures/ot/ezek/35
en_ot_kjv,837,ezekiel-36,Ezekiel 36,Ezek. 36,36,ezekiel,/scriptures/ot/ezek/36
en_ot_kjv,838,ezekiel-37,Ezekiel 37,Ezek. 37,37,ezekiel,/scriptures/ot/ezek/37
en_ot_kjv,839,ezekiel-38,Ezekiel 38,Ezek. 38,38,ezekiel,/scriptures/ot/ezek/38
en_ot_kjv,840,ezekiel-39,Ezekiel 39,Ezek. 39,39,ezekiel,/scriptures/ot/ezek/39
en_ot_kjv,841,ezekiel-40,Ezekiel 40,Ezek. 40,40,ezekiel,/scriptures/ot/ezek/40
en_ot_kjv,842,ezekiel-41,Ezekiel 41,Ezek. 41,41,ezekiel,/scriptures/ot/ezek/41
en_ot_kjv,843,ezekiel-42,Ezekiel 42,Ezek. 42,42,ezekiel,/scriptures/ot/ezek/42
en_ot_kjv,844,ezekiel-43,Ezekiel 43,Ezek. 43,43,ezekiel,/scriptures/ot/ezek/43
en_ot_kjv,845,ezekiel-44,Ezekiel 44,Ezek. 44,44,ezekiel,/scriptures/ot/ezek/44
en_ot_kjv,846,ezekiel-45,Ezekiel 45,Ezek. 45,45,ezekiel,/scriptures/ot/ezek/45
en_ot_kjv,847,ezekiel-46,Ezekiel 46,Ezek. 46,46,ezekiel,/scriptures/ot/ezek/46
en_ot_kjv,848,ezekiel-47,Ezekiel 47,Ezek. 47,47,ezekiel,/scriptures/ot/ezek/47
en_ot_kjv,849,ezekiel-48,Ezekiel 48,Ezek. 48,48,ezekiel,/scriptures/ot/ezek/48
en_ot_kjv,850,daniel-1,Daniel 1,Dan. 1,1,daniel,/scriptures/ot/dan/1
en_ot_kjv,851,daniel-2,Daniel 2,Dan. 2,2,daniel,/scriptures/ot/dan/2
en_ot_kjv,852,daniel-3,Daniel 3,Dan. 3,3,daniel,/scriptures/ot/dan/3
en_ot_kjv,853,daniel-4,Daniel 4,Dan. 4,4,daniel,/scriptures/ot/dan/4
en_ot_kjv,854,daniel-5,Daniel 5,Dan. 5,5,daniel,/scriptures/ot/dan/5
en_ot_kjv,855,daniel-6,Daniel 6,Dan. 6,6,daniel,/scriptures/ot/dan/6
en_ot_kjv,856,daniel-7,Daniel 7,Dan. 7,7,daniel,/scriptures/ot/dan/7
en_ot_kjv,857,daniel-8,Daniel 8,Dan. 8,8,daniel,/scriptures/ot/dan/8
en_ot_kjv,858,daniel-9,Daniel 9,Dan. 9,9,daniel,/scriptures/ot/dan/9
en_ot_kjv,859,daniel-10,Daniel 10,Dan. 10,10,daniel,/scriptures/ot/dan/10
en_ot_kjv,860,daniel-11,Daniel 11,Dan. 11,11,daniel,/scriptures/ot/dan/11
en_ot_kjv,861,daniel-12,Daniel 12,Dan. 12,12,daniel,/scriptures/ot/dan/12
en_ot_kjv,862,hosea-1,Hosea 1,Hosea 1,1,hosea,/scriptures/ot/hosea/1
en_ot_kjv,863,hosea-2,Hosea 2,Hosea 2,2,hosea,/scriptures/ot/hosea/2
en_ot_kjv,864,hosea-3,Hosea 3,Hosea 3,3,hosea,/scriptures/ot/hosea/3
en_ot_kjv,865,hosea-4,Hosea 4,Hosea 4,4,hosea,/scriptures/ot/hosea/4
en_ot_kjv,866,hosea-5,Hosea 5,Hosea 5,5,hosea,/scriptures/ot/hosea/5
en_ot_kjv,867,hosea-6,Hosea 6,Hosea 6,6,hosea,/scriptures/ot/hosea/6
en_ot_kjv,868,hosea-7,Hosea 7,Hosea 7,7,hosea,/scriptures/ot/hosea/7
en_ot_kjv,869,hosea-8,Hosea 8,Hosea 8,8,hosea,/scriptures/ot/hosea/8
en_ot_kjv,870,hosea-9,Hosea 9,Hosea 9,9,hosea,/scriptures/ot/hosea/9
en_ot_kjv,871,hosea-10,Hosea 10,Hosea 10,10,hosea,/scriptures/ot/hosea/10
en_ot_kjv,872,hosea-11,Hosea 11,Hosea 11,11,hosea,/scriptures/ot/hosea/11
en_ot_kjv,873,hosea-12,Hosea 12,Hosea 12,12,hosea,/scriptures/ot/hosea/12
en_ot_kjv,874,hosea-13,Hosea 13,Hosea 13,13,hosea,/scriptures/ot/hosea/13
